Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
39.98,2/16/2004,7/27/1976,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
30.97,3/14/2004,8/1/1976,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
116.91,3/28/2004,8/4/1976,M,0-25000,M,0,0,High School,Manual,FALSE,1
53.99,9/7/2003,8/4/1976,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
39.98,2/6/2004,8/5/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,646.40",8/30/2002,8/6/1976,S,0-25000,M,1,1,High School,Manual,FALSE,0
308.66,8/25/2003,8/7/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
64.47,2/4/2004,8/9/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
4.99,6/4/2004,8/9/1976,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
89.97,5/14/2004,8/12/1976,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
"6,093.20",1/10/2002,8/12/1976,S,50001-75000,F,0,0,Bachelors ,Professional,FALSE,2
"4,624.91",9/17/2002,8/12/1976,S,75001-100000,M,0,0,Bachelors ,Professional,TRUE,2
32.6,1/13/2004,8/12/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
71.58,4/3/2004,8/12/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
66.97,11/13/2003,8/12/1976,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
36.27,1/15/2004,8/12/1976,S,50001-75000,M,0,0,Partial College,Professional,FALSE,2
"4,752.75",7/26/2001,8/13/1976,S,0-25000,F,1,1,High School,Manual,FALSE,0
204.81,5/12/2004,8/13/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,889.91",10/3/2002,8/16/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"4,921.69",9/2/2002,8/16/1976,S,50001-75000,M,0,0,Bachelors ,Professional,FALSE,2
51.27,8/16/2003,8/17/1976,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
78.98,8/11/2003,8/17/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
39.99,10/1/2003,8/17/1976,M,50001-75000,F,0,0,Bachelors ,Professional,FALSE,3
"1,348.46",5/16/2003,8/17/1976,M,75001-100000,M,0,0,Bachelors ,Professional,TRUE,2
63.47,2/18/2004,8/17/1976,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
35,9/5/2003,8/18/1976,S,50001-75000,M,0,0,Bachelors ,Professional,TRUE,3
62.98,4/15/2004,8/18/1976,S,0-25000,M,0,0,High School,Manual,TRUE,1
"2,319.99",7/13/2003,8/20/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
34.98,9/25/2003,8/20/1976,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
56.97,7/30/2004,8/21/1976,M,50001-75000,F,0,0,Partial College,Professional,TRUE,2
86.96,9/26/2003,8/23/1976,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
59.98,12/16/2003,8/23/1976,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
38.98,9/15/2003,8/23/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
48.97,6/22/2004,8/24/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
31.28,5/20/2004,8/25/1976,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
281.47,9/6/2003,8/26/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
80.47,10/11/2003,8/26/1976,S,50001-75000,M,0,0,Bachelors ,Professional,FALSE,3
38.98,8/15/2003,8/27/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
69.97,12/13/2003,8/27/1976,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
39.98,6/21/2004,9/2/1976,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
13.98,5/19/2004,9/3/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
"5,888.24",2/23/2002,9/6/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
32.6,3/16/2004,9/6/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
7.28,9/26/2003,9/7/1976,S,0-25000,F,0,0,High School,Manual,TRUE,1
"6,840.62",7/6/2002,9/8/1976,M,75001-100000,F,0,0,Bachelors ,Professional,TRUE,2
"2,803.52",2/26/2003,9/8/1976,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
93.97,1/24/2004,9/8/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"1,273.83",8/28/2003,9/8/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"1,802.21",10/30/2002,9/9/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
84.97,12/25/2003,9/10/1976,S,50001-75000,M,0,0,Partial College,Professional,FALSE,2
56.97,11/2/2003,9/11/1976,M,50001-75000,F,0,0,Partial College,Professional,TRUE,2
89.97,1/5/2004,9/11/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
44.98,6/11/2004,9/12/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
121.57,4/17/2004,9/12/1976,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
628.97,5/3/2004,9/12/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"2,419.06",3/31/2004,9/12/1976,S,0-25000,F,1,1,High School,Manual,FALSE,0
"1,399.94",4/26/2003,9/13/1976,S,0-25000,F,0,0,High School,Manual,FALSE,2
48.97,6/14/2004,9/18/1976,S,0-25000,M,0,0,Partial High School,Manual,FALSE,1
28.99,5/16/2004,9/18/1976,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,501.55",7/16/2002,9/20/1976,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
7.28,2/24/2004,9/20/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,322.98",5/20/2003,9/20/1976,S,75001-100000,F,0,0,Bachelors ,Professional,FALSE,2
105.75,2/18/2004,9/24/1976,S,50001-75000,M,0,0,Partial College,Professional,TRUE,2
25.48,11/22/2003,9/24/1976,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
68.97,2/1/2004,9/24/1976,M,0-25000,F,0,0,Partial High School,Manual,FALSE,2
599.47,5/27/2004,9/27/1976,M,75001-100000,M,0,0,Bachelors ,Professional,TRUE,2
4.99,10/31/2003,10/1/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
31.73,4/28/2004,10/2/1976,S,50001-75000,M,0,0,Partial College,Professional,FALSE,2
69.97,9/5/2003,10/3/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
806.76,11/14/2003,10/4/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
39.98,2/27/2004,10/4/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
48.96,5/11/2004,10/5/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
78.96,8/18/2003,10/5/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
48.98,10/13/2003,10/6/1976,S,50001-75000,F,0,0,Bachelors ,Professional,FALSE,3
86.58,9/12/2003,10/6/1976,M,50001-75000,M,0,0,Partial College,Professional,TRUE,2
68.97,1/25/2004,10/6/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
38.88,8/19/2003,10/8/1976,M,50001-75000,F,0,0,Partial College,Professional,TRUE,2
"4,196.22",6/22/2002,10/9/1976,M,0-25000,F,1,1,High School,Manual,TRUE,0
"4,118.26",10/4/2001,10/20/1976,M,50001-75000,F,0,0,Bachelors ,Professional,TRUE,2
69.99,6/14/2004,10/20/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
88.98,6/24/2004,10/21/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
13.98,8/30/2003,10/22/1976,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,727.74",7/6/2001,10/22/1976,M,0-25000,F,1,1,High School,Manual,TRUE,0
78.26,12/28/2003,10/22/1976,M,50001-75000,F,0,0,Bachelors ,Professional,TRUE,3
"3,018.33",4/10/2003,10/23/1976,S,0-25000,F,1,1,High School,Manual,TRUE,0
"1,938.47",11/28/2002,10/25/1976,S,75001-100000,M,0,0,Bachelors ,Professional,FALSE,2
"2,339.97",9/20/2003,10/26/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"5,621.24",2/12/2003,10/26/1976,M,75001-100000,F,0,0,Bachelors ,Professional,TRUE,2
94.48,5/28/2004,10/27/1976,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
39.98,3/30/2004,10/27/1976,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
191.28,11/18/2003,10/31/1976,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
34.98,6/28/2004,11/1/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
67.26,11/23/2003,11/2/1976,S,0-25000,F,0,0,High School,Manual,TRUE,2
"6,752.13",7/25/2002,11/4/1976,S,50001-75000,F,0,0,Bachelors ,Professional,TRUE,3
64.47,8/31/2003,11/4/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
78.98,10/25/2003,11/4/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
29.99,6/5/2004,11/4/1976,S,50001-75000,M,0,0,Bachelors ,Professional,TRUE,3
75.48,11/29/2003,11/4/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
30.48,9/13/2003,11/5/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
67.17,2/7/2004,11/8/1976,S,50001-75000,M,0,0,Bachelors ,Professional,TRUE,3
4.99,10/11/2003,11/8/1976,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
69.97,10/1/2003,11/8/1976,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
3.99,11/3/2003,11/8/1976,S,0-25000,M,0,0,Partial High School,Manual,FALSE,1
34.89,5/9/2004,11/8/1976,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
27.77,7/25/2004,11/8/1976,S,0-25000,M,0,0,Partial High School,Manual,FALSE,1
78.96,6/28/2004,11/9/1976,M,0-25000,M,4,4,High School,Manual,FALSE,1
27.28,10/9/2003,11/9/1976,S,50001-75000,F,0,0,Partial College,Professional,FALSE,2
13.98,7/13/2004,11/10/1976,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
114.46,12/20/2003,11/10/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
"4,698.76",10/6/2001,11/11/1976,M,0-25000,M,1,1,High School,Manual,TRUE,0
69.99,3/1/2004,11/11/1976,S,50001-75000,F,0,0,Bachelors ,Professional,FALSE,3
553.97,12/22/2003,11/11/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
26.97,11/3/2003,11/12/1976,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"6,763.15",1/11/2003,11/13/1976,S,50001-75000,M,0,0,Bachelors ,Professional,FALSE,3
128.97,11/17/2003,11/13/1976,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
47.26,12/16/2003,11/16/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
133.49,3/4/2004,11/16/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"4,344.09",9/8/2002,11/19/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
45.95,7/19/2004,11/19/1976,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
56.97,10/24/2003,11/19/1976,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
144.47,3/13/2004,11/19/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
184.48,4/3/2004,11/19/1976,S,0-25000,F,0,0,High School,Manual,TRUE,1
27.28,9/24/2003,11/20/1976,S,0-25000,F,0,0,High School,Manual,TRUE,1
21.49,2/14/2004,11/20/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"6,813.12",8/3/2002,11/21/1976,M,50001-75000,F,0,0,Bachelors ,Professional,TRUE,2
69.99,3/18/2004,11/21/1976,M,50001-75000,M,0,0,Bachelors ,Professional,TRUE,3
78.48,4/12/2004,11/22/1976,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
69.97,2/24/2004,11/22/1976,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
53.99,4/8/2004,11/22/1976,S,0-25000,F,0,0,High School,Manual,TRUE,1
"5,919.73",2/1/2002,11/24/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
108.96,2/7/2004,11/25/1976,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
102.97,2/11/2004,11/27/1976,S,50001-75000,F,0,0,Partial College,Professional,FALSE,2
"5,933.25",2/27/2002,12/2/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
24.99,12/8/2003,12/2/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
29.99,10/25/2003,12/2/1976,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"1,784.91",10/7/2002,12/3/1976,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
29.48,2/18/2004,12/3/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
39.98,5/11/2004,12/4/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
"4,118.26",6/6/2002,12/5/1976,M,0-25000,M,1,1,High School,Manual,TRUE,0
"5,193.72",4/11/2003,12/10/1976,S,50001-75000,F,0,0,Bachelors ,Professional,TRUE,3
66.94,6/7/2004,12/10/1976,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
78.96,4/29/2004,12/12/1976,M,0-25000,M,0,0,High School,Manual,FALSE,1
60.47,5/10/2004,12/12/1976,S,0-25000,M,0,0,High School,Manual,FALSE,1
24.99,9/27/2003,12/18/1976,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
28.98,4/16/2004,12/18/1976,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
36.59,4/3/2004,12/20/1976,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
4.99,2/11/2004,12/20/1976,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
123.98,10/10/2003,12/22/1976,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
39.98,5/6/2004,12/22/1976,S,0-25000,F,0,0,High School,Manual,FALSE,1
78.98,9/6/2003,12/24/1976,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"6,054.22",3/29/2002,12/25/1976,M,50001-75000,F,0,0,Bachelors ,Professional,TRUE,2
63.97,7/7/2004,12/25/1976,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
64.47,5/11/2004,12/27/1976,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
123.98,5/22/2004,12/27/1976,S,50001-75000,F,0,0,Bachelors ,Professional,FALSE,3
39.22,2/23/2004,1/8/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
144.47,9/16/2003,1/10/1977,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,155.48",3/31/2004,1/15/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
134.44,10/5/2003,1/17/1977,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"3,804.08",2/16/2003,1/19/1977,S,0-25000,M,1,1,High School,Manual,FALSE,0
564.48,5/15/2004,1/19/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"3,807.40",4/23/2003,1/20/1977,S,0-25000,M,0,0,Partial College,Manual,FALSE,0
"2,385.94",4/13/2004,1/20/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
67.97,12/3/2003,1/20/1977,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
13.98,9/28/2003,1/23/1977,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
36.96,8/7/2003,1/23/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
60.47,1/15/2004,1/23/1977,S,25001-50000,F,0,0,Bachelors ,Professional,TRUE,2
23.78,2/18/2004,2/1/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
48.56,12/16/2003,2/3/1977,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,721.55",4/1/2003,2/3/1977,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
197.88,11/30/2003,2/3/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"2,071.42",7/26/2002,2/3/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"5,970.23",5/8/2002,2/4/1977,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"6,767.14",7/20/2002,2/5/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
72.96,9/16/2003,2/5/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
97.96,5/26/2004,2/5/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
119.98,12/6/2003,2/5/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
24.99,2/25/2004,2/7/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
39.99,9/19/2003,2/10/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
23.97,11/3/2003,2/10/1977,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,066.93",6/19/2002,2/13/1977,S,0-25000,F,0,0,Partial College,Manual,TRUE,0
25.48,5/26/2004,2/13/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
21.98,9/25/2003,2/15/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
37.27,12/7/2003,2/15/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
3.99,10/27/2003,2/15/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
"1,228.83",1/11/2004,2/15/1977,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
38.98,10/31/2003,2/18/1977,S,25001-50000,F,0,0,Bachelors ,Professional,FALSE,2
56.97,12/5/2003,2/20/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
27.77,4/22/2004,2/20/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
38.98,6/7/2004,2/20/1977,M,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
29.99,8/8/2003,2/22/1977,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,288.06",10/28/2001,2/22/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
811.32,3/16/2004,2/23/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
41.27,8/15/2003,2/26/1977,M,0-25000,M,0,0,High School,Manual,TRUE,1
37.27,6/1/2004,2/28/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
158.96,11/11/2003,3/1/1977,M,0-25000,M,0,0,High School,Manual,FALSE,1
36.27,10/8/2003,3/1/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
61.45,12/20/2003,3/2/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
"5,933.26",4/14/2002,3/3/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
3.99,6/17/2004,3/3/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
69.97,7/8/2004,3/6/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"3,052.31",4/24/2003,3/6/1977,M,0-25000,F,0,0,Partial College,Manual,TRUE,0
44.97,6/8/2004,3/8/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,2
60.47,5/17/2004,3/8/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"4,380.04",12/13/2001,3/10/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
23.78,9/28/2003,3/10/1977,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
118.78,9/9/2003,3/11/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
13.98,3/14/2004,3/11/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
539.99,4/21/2004,3/11/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
47.96,12/22/2003,3/11/1977,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
751.34,3/8/2004,3/14/1977,M,0-25000,M,0,0,High School,Manual,FALSE,2
7.28,7/27/2004,3/15/1977,M,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
38.88,12/25/2003,3/15/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
78.98,8/4/2003,3/16/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
25.48,12/1/2003,3/16/1977,M,25001-50000,M,5,5,Partial College,Clerical,FALSE,3
69.97,5/28/2004,3/17/1977,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
34.98,3/17/2004,3/17/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
88.97,5/20/2004,3/17/1977,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,118.26",2/3/2002,3/22/1977,S,0-25000,F,0,0,High School,Manual,FALSE,2
"4,118.26",6/4/2002,3/23/1977,M,0-25000,F,0,0,High School,Manual,FALSE,2
"5,908.25",7/23/2001,3/24/1977,S,0-25000,M,0,0,High School,Manual,TRUE,1
83.97,1/31/2004,3/24/1977,S,0-25000,F,0,0,High School,Manual,FALSE,2
21.98,7/7/2004,3/31/1977,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
78.96,12/26/2003,4/4/1977,S,0-25000,F,1,1,High School,Manual,FALSE,0
34.99,11/6/2003,4/6/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
49.9,2/4/2004,4/6/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"3,964.98",6/8/2002,4/7/1977,S,0-25000,F,1,1,High School,Manual,FALSE,0
38.98,5/28/2004,4/7/1977,M,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"3,924.97",6/6/2002,4/8/1977,M,0-25000,M,0,0,Partial College,Manual,TRUE,0
"4,740.63",7/2/2002,4/8/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
14.56,10/11/2003,4/8/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
7.28,7/28/2004,4/8/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
4.99,5/29/2004,4/9/1977,S,25001-50000,F,0,0,Bachelors ,Professional,FALSE,2
539.99,5/13/2004,4/9/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
42.28,10/6/2003,4/10/1977,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
69.97,12/6/2003,4/10/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
34.99,1/10/2004,4/12/1977,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
56.97,2/26/2004,4/12/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
80.57,4/23/2004,4/15/1977,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
30.97,2/23/2004,4/18/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"4,139.75",4/23/2002,4/18/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
60.47,8/23/2003,4/20/1977,M,0-25000,F,0,0,High School,Manual,FALSE,1
"3,046.84",4/26/2003,4/22/1977,S,0-25000,M,0,0,High School,Manual,FALSE,2
84.92,1/27/2004,4/25/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,698.76",10/11/2001,4/25/1977,M,0-25000,M,0,0,High School,Manual,TRUE,2
7.28,4/6/2004,4/26/1977,M,0-25000,F,0,0,High School,Manual,TRUE,1
114.96,4/2/2004,4/27/1977,M,0-25000,F,0,0,High School,Manual,TRUE,2
"4,216.75",6/29/2002,4/27/1977,M,0-25000,M,0,0,Partial College,Manual,TRUE,0
4.99,1/25/2004,4/27/1977,S,25001-50000,M,0,0,Bachelors ,Professional,FALSE,2
78.96,9/20/2003,4/30/1977,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
39.98,2/18/2004,4/30/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
146.94,9/6/2003,5/1/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"4,761.74",10/21/2001,5/1/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
"1,249.84",8/19/2003,5/1/1977,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
39.98,8/18/2003,5/3/1977,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"1,313.34",2/11/2004,5/3/1977,M,0-25000,M,0,0,Partial College,Manual,FALSE,0
805.33,3/21/2004,5/3/1977,S,0-25000,M,0,0,High School,Manual,FALSE,1
21.98,10/27/2003,5/9/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"3,846.89",4/14/2003,5/9/1977,S,0-25000,M,0,0,Partial College,Manual,TRUE,0
68.97,6/15/2004,5/9/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,319.40",8/25/2002,5/12/1977,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,214.85",12/28/2003,5/12/1977,M,0-25000,M,1,1,High School,Manual,FALSE,0
68.97,5/3/2004,5/15/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"2,665.06",8/21/2002,5/16/1977,M,0-25000,M,0,0,Partial College,Manual,TRUE,0
32.28,6/12/2004,5/16/1977,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
156.25,12/2/2003,5/17/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
3.99,9/25/2003,5/17/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"2,790.52",4/28/2003,5/17/1977,M,0-25000,M,0,0,High School,Manual,TRUE,2
"2,789.52",4/16/2003,5/22/1977,S,0-25000,F,0,0,High School,Manual,FALSE,2
"4,752.75",10/28/2001,5/23/1977,S,0-25000,M,1,1,High School,Manual,FALSE,0
133.49,6/28/2004,5/23/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
91.95,6/13/2004,5/25/1977,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
8.99,6/17/2004,5/26/1977,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
29.98,9/14/2003,5/26/1977,S,0-25000,F,0,0,High School,Manual,FALSE,1
"2,744.52",3/27/2003,5/26/1977,M,0-25000,M,0,0,High School,Manual,FALSE,2
58.47,2/8/2004,5/26/1977,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
12.94,10/16/2003,5/26/1977,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"4,614.86",1/16/2003,6/1/1977,S,0-25000,F,0,0,Partial College,Manual,FALSE,0
75.97,9/16/2003,6/1/1977,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
4.99,5/6/2004,6/1/1977,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
78.98,1/17/2004,6/1/1977,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,2
